ethnicity	tissue	microID	location	link
AFR	Thyroid	245600	chr1:166975020	http://www.cagmdb.org/view_table.php?id=245600
AFR	Thyroid	245600	chr1:166975020	http://www.cagmdb.org/view_table.php?id=245600
AFR	Thyroid	248188	chr1:179348761	http://www.cagmdb.org/view_table.php?id=248188
AFR	Thyroid	263380	chr20:417396	http://www.cagmdb.org/view_table.php?id=263380
AFR	Thyroid	264103	chr20:3618829	http://www.cagmdb.org/view_table.php?id=264103
AFR	Thyroid	285917	chr21:46258738	http://www.cagmdb.org/view_table.php?id=285917
AFR	Thyroid	285929	chr21:46302072	http://www.cagmdb.org/view_table.php?id=285929
AFR	Thyroid	299086	chr2:17510684	http://www.cagmdb.org/view_table.php?id=299086
AFR	Thyroid	310093	chr2:68217012	http://www.cagmdb.org/view_table.php?id=310093
AFR	Thyroid	311234	chr2:73559315	http://www.cagmdb.org/view_table.php?id=311234
AFR	Thyroid	311637	chr2:75692147	http://www.cagmdb.org/view_table.php?id=311637
AFR	Thyroid	313735	chr2:85554455	http://www.cagmdb.org/view_table.php?id=313735
AFR	Thyroid	317881	chr2:108798709	http://www.cagmdb.org/view_table.php?id=317881
AFR	Thyroid	318792	chr2:113195535	http://www.cagmdb.org/view_table.php?id=318792
AFR	Thyroid	337933	chr2:206150024	http://www.cagmdb.org/view_table.php?id=337933
AFR	Thyroid	339834	chr2:215410131	http://www.cagmdb.org/view_table.php?id=339834
AFR	Thyroid	355181	chr3:47271146	http://www.cagmdb.org/view_table.php?id=355181
AFR	Thyroid	356304	chr3:51993838	http://www.cagmdb.org/view_table.php?id=356304
AFR	Thyroid	373956	chr3:142375975	http://www.cagmdb.org/view_table.php?id=373956
AFR	Thyroid	373956	chr3:142375975	http://www.cagmdb.org/view_table.php?id=373956
AFR	Thyroid	381487	chr3:179210061	http://www.cagmdb.org/view_table.php?id=381487
AFR	Thyroid	382740	chr3:184711346	http://www.cagmdb.org/view_table.php?id=382740
AFR	Thyroid	386355	chr4:2988577	http://www.cagmdb.org/view_table.php?id=386355
AFR	Thyroid	386355	chr4:2988577	http://www.cagmdb.org/view_table.php?id=386355
AFR	Thyroid	386355	chr4:2988577	http://www.cagmdb.org/view_table.php?id=386355
AFR	Thyroid	440550	chr5:81257142	http://www.cagmdb.org/view_table.php?id=440550
AFR	Thyroid	452207	chr5:140648008	http://www.cagmdb.org/view_table.php?id=452207
AFR	Thyroid	453779	chr5:148065546	http://www.cagmdb.org/view_table.php?id=453779
AFR	Thyroid	471042	chr6:43553511	http://www.cagmdb.org/view_table.php?id=471042
AFR	Thyroid	542912	chr8:60266118	http://www.cagmdb.org/view_table.php?id=542912
AFR	Thyroid	560392	chr8:143559982	http://www.cagmdb.org/view_table.php?id=560392
AFR	Thyroid	568326	chr9:37422524	http://www.cagmdb.org/view_table.php?id=568326
AFR	Whole Blood	27149	chr10:119146429	http://www.cagmdb.org/view_table.php?id=27149
AFR	Whole Blood	31036	chr11:5268667	http://www.cagmdb.org/view_table.php?id=31036
AFR	Whole Blood	31461	chr11:7672623	http://www.cagmdb.org/view_table.php?id=31461
AFR	Whole Blood	50483	chr11:102721319	http://www.cagmdb.org/view_table.php?id=50483
AFR	Whole Blood	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Whole Blood	79237	chr12:105120706	http://www.cagmdb.org/view_table.php?id=79237
AFR	Whole Blood	82620	chr12:118068523	http://www.cagmdb.org/view_table.php?id=82620
AFR	Whole Blood	84298	chr12:123721191	http://www.cagmdb.org/view_table.php?id=84298
AFR	Whole Blood	93594	chr13:52455636	http://www.cagmdb.org/view_table.php?id=93594
AFR	Whole Blood	130160	chr15:43492238	http://www.cagmdb.org/view_table.php?id=130160
AFR	Whole Blood	143363	chr16:1999882	http://www.cagmdb.org/view_table.php?id=143363
AFR	Whole Blood	166745	chr17:18208489	http://www.cagmdb.org/view_table.php?id=166745
AFR	Whole Blood	171914	chr17:42207488	http://www.cagmdb.org/view_table.php?id=171914
AFR	Whole Blood	179974	chr17:74440981	http://www.cagmdb.org/view_table.php?id=179974
AFR	Whole Blood	181719	chr17:81700634	http://www.cagmdb.org/view_table.php?id=181719
AFR	Whole Blood	181719	chr17:81700634	http://www.cagmdb.org/view_table.php?id=181719
AFR	Whole Blood	192842	chr18:54406746	http://www.cagmdb.org/view_table.php?id=192842
AFR	Whole Blood	226795	chr1:52525366	http://www.cagmdb.org/view_table.php?id=226795
AFR	Whole Blood	238643	chr1:109759145	http://www.cagmdb.org/view_table.php?id=238643
AFR	Whole Blood	244360	chr1:161223056	http://www.cagmdb.org/view_table.php?id=244360
AFR	Whole Blood	245600	chr1:166975020	http://www.cagmdb.org/view_table.php?id=245600
AFR	Whole Blood	259839	chr1:234383574	http://www.cagmdb.org/view_table.php?id=259839
AFR	Whole Blood	285929	chr21:46302072	http://www.cagmdb.org/view_table.php?id=285929
AFR	Whole Blood	335865	chr2:196989510	http://www.cagmdb.org/view_table.php?id=335865
AFR	Whole Blood	336056	chr2:197778806	http://www.cagmdb.org/view_table.php?id=336056
AFR	Whole Blood	353216	chr3:37121842	http://www.cagmdb.org/view_table.php?id=353216
AFR	Whole Blood	356304	chr3:51993838	http://www.cagmdb.org/view_table.php?id=356304
AFR	Whole Blood	379173	chr3:167822954	http://www.cagmdb.org/view_table.php?id=379173
AFR	Whole Blood	385948	chr4:952564	http://www.cagmdb.org/view_table.php?id=385948
AFR	Whole Blood	385948	chr4:952564	http://www.cagmdb.org/view_table.php?id=385948
AFR	Whole Blood	385949	chr4:952629	http://www.cagmdb.org/view_table.php?id=385949
AFR	Whole Blood	386355	chr4:2988577	http://www.cagmdb.org/view_table.php?id=386355
AFR	Whole Blood	466669	chr6:24466571	http://www.cagmdb.org/view_table.php?id=466669
AFR	Whole Blood	478577	chr6:83152212	http://www.cagmdb.org/view_table.php?id=478577
AFR	Whole Blood	481070	chr6:95586994	http://www.cagmdb.org/view_table.php?id=481070
AFR	Whole Blood	530240	chr7:157574514	http://www.cagmdb.org/view_table.php?id=530240
AFR	Whole Blood	534588	chr8:20178508	http://www.cagmdb.org/view_table.php?id=534588
AFR	Whole Blood	560392	chr8:143559982	http://www.cagmdb.org/view_table.php?id=560392
AFR	Whole Blood	568326	chr9:37422524	http://www.cagmdb.org/view_table.php?id=568326
AFR	Heart Left Ventricle	18736	chr10:80166227	http://www.cagmdb.org/view_table.php?id=18736
AFR	Heart Left Ventricle	27149	chr10:119146429	http://www.cagmdb.org/view_table.php?id=27149
AFR	Heart Left Ventricle	31461	chr11:7672623	http://www.cagmdb.org/view_table.php?id=31461
AFR	Heart Left Ventricle	39786	chr11:47245858	http://www.cagmdb.org/view_table.php?id=39786
AFR	Heart Left Ventricle	51592	chr11:108146045	http://www.cagmdb.org/view_table.php?id=51592
AFR	Heart Left Ventricle	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Heart Left Ventricle	66900	chr12:48903350	http://www.cagmdb.org/view_table.php?id=66900
AFR	Heart Left Ventricle	83376	chr12:120766090	http://www.cagmdb.org/view_table.php?id=83376
AFR	Heart Left Ventricle	93594	chr13:52455636	http://www.cagmdb.org/view_table.php?id=93594
AFR	Heart Left Ventricle	93594	chr13:52455636	http://www.cagmdb.org/view_table.php?id=93594
AFR	Heart Left Ventricle	175503	chr17:56985104	http://www.cagmdb.org/view_table.php?id=175503
AFR	Heart Left Ventricle	202229	chr19:11447526	http://www.cagmdb.org/view_table.php?id=202229
AFR	Heart Left Ventricle	209319	chr19:40255439	http://www.cagmdb.org/view_table.php?id=209319
AFR	Heart Left Ventricle	214689	chr1:1752909	http://www.cagmdb.org/view_table.php?id=214689
AFR	Heart Left Ventricle	238643	chr1:109759145	http://www.cagmdb.org/view_table.php?id=238643
AFR	Heart Left Ventricle	245600	chr1:166975020	http://www.cagmdb.org/view_table.php?id=245600
AFR	Heart Left Ventricle	254169	chr1:207070018	http://www.cagmdb.org/view_table.php?id=254169
AFR	Heart Left Ventricle	258580	chr1:228458656	http://www.cagmdb.org/view_table.php?id=258580
AFR	Heart Left Ventricle	259839	chr1:234383574	http://www.cagmdb.org/view_table.php?id=259839
AFR	Heart Left Ventricle	285929	chr21:46302072	http://www.cagmdb.org/view_table.php?id=285929
AFR	Heart Left Ventricle	328516	chr2:159976348	http://www.cagmdb.org/view_table.php?id=328516
AFR	Heart Left Ventricle	356304	chr3:51993838	http://www.cagmdb.org/view_table.php?id=356304
AFR	Heart Left Ventricle	434579	chr5:50841743	http://www.cagmdb.org/view_table.php?id=434579
AFR	Heart Left Ventricle	436955	chr5:62442864	http://www.cagmdb.org/view_table.php?id=436955
AFR	Heart Left Ventricle	449310	chr5:126593309	http://www.cagmdb.org/view_table.php?id=449310
AFR	Heart Left Ventricle	453779	chr5:148065546	http://www.cagmdb.org/view_table.php?id=453779
AFR	Heart Left Ventricle	470977	chr6:43310404	http://www.cagmdb.org/view_table.php?id=470977
AFR	Heart Left Ventricle	528719	chr7:150687106	http://www.cagmdb.org/view_table.php?id=528719
AFR	Heart Left Ventricle	528719	chr7:150687106	http://www.cagmdb.org/view_table.php?id=528719
AFR	Heart Left Ventricle	546785	chr8:78686432	http://www.cagmdb.org/view_table.php?id=546785
AFR	Heart Left Ventricle	558271	chr8:133116887	http://www.cagmdb.org/view_table.php?id=558271
AFR	Heart Left Ventricle	560392	chr8:143559982	http://www.cagmdb.org/view_table.php?id=560392
AFR	Heart Left Ventricle	568326	chr9:37422524	http://www.cagmdb.org/view_table.php?id=568326
AFR	Skin Not Sun Exposed	18772	chr10:80289496	http://www.cagmdb.org/view_table.php?id=18772
AFR	Skin Not Sun Exposed	27149	chr10:119146429	http://www.cagmdb.org/view_table.php?id=27149
AFR	Skin Not Sun Exposed	31249	chr11:6390706	http://www.cagmdb.org/view_table.php?id=31249
AFR	Skin Not Sun Exposed	31461	chr11:7672623	http://www.cagmdb.org/view_table.php?id=31461
AFR	Skin Not Sun Exposed	43868	chr11:70325462	http://www.cagmdb.org/view_table.php?id=43868
AFR	Skin Not Sun Exposed	43870	chr11:70331779	http://www.cagmdb.org/view_table.php?id=43870
AFR	Skin Not Sun Exposed	50483	chr11:102721319	http://www.cagmdb.org/view_table.php?id=50483
AFR	Skin Not Sun Exposed	51592	chr11:108146045	http://www.cagmdb.org/view_table.php?id=51592
AFR	Skin Not Sun Exposed	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Skin Not Sun Exposed	57749	chr12:1953158	http://www.cagmdb.org/view_table.php?id=57749
AFR	Skin Not Sun Exposed	66900	chr12:48903350	http://www.cagmdb.org/view_table.php?id=66900
AFR	Skin Not Sun Exposed	66900	chr12:48903350	http://www.cagmdb.org/view_table.php?id=66900
AFR	Skin Not Sun Exposed	93594	chr13:52455636	http://www.cagmdb.org/view_table.php?id=93594
AFR	Skin Not Sun Exposed	124944	chr14:103710854	http://www.cagmdb.org/view_table.php?id=124944
AFR	Skin Not Sun Exposed	128086	chr15:34142267	http://www.cagmdb.org/view_table.php?id=128086
AFR	Skin Not Sun Exposed	131773	chr15:51237153	http://www.cagmdb.org/view_table.php?id=131773
AFR	Skin Not Sun Exposed	145162	chr16:8781190	http://www.cagmdb.org/view_table.php?id=145162
AFR	Skin Not Sun Exposed	157002	chr16:68291763	http://www.cagmdb.org/view_table.php?id=157002
AFR	Skin Not Sun Exposed	198796	chr19:1496701	http://www.cagmdb.org/view_table.php?id=198796
AFR	Skin Not Sun Exposed	239458	chr1:113880912	http://www.cagmdb.org/view_table.php?id=239458
AFR	Skin Not Sun Exposed	244360	chr1:161223056	http://www.cagmdb.org/view_table.php?id=244360
AFR	Skin Not Sun Exposed	268278	chr20:23421268	http://www.cagmdb.org/view_table.php?id=268278
AFR	Skin Not Sun Exposed	277125	chr20:62329366	http://www.cagmdb.org/view_table.php?id=277125
AFR	Skin Not Sun Exposed	285917	chr21:46258738	http://www.cagmdb.org/view_table.php?id=285917
AFR	Skin Not Sun Exposed	285986	chr21:46599781	http://www.cagmdb.org/view_table.php?id=285986
AFR	Skin Not Sun Exposed	311234	chr2:73559315	http://www.cagmdb.org/view_table.php?id=311234
AFR	Skin Not Sun Exposed	313735	chr2:85554455	http://www.cagmdb.org/view_table.php?id=313735
AFR	Skin Not Sun Exposed	335865	chr2:196989510	http://www.cagmdb.org/view_table.php?id=335865
AFR	Skin Not Sun Exposed	381487	chr3:179210061	http://www.cagmdb.org/view_table.php?id=381487
AFR	Skin Not Sun Exposed	382740	chr3:184711346	http://www.cagmdb.org/view_table.php?id=382740
AFR	Skin Not Sun Exposed	386355	chr4:2988577	http://www.cagmdb.org/view_table.php?id=386355
AFR	Skin Not Sun Exposed	503821	chr7:33014503	http://www.cagmdb.org/view_table.php?id=503821
AFR	Skin Not Sun Exposed	560392	chr8:143559982	http://www.cagmdb.org/view_table.php?id=560392
AFR	Skin Not Sun Exposed	568326	chr9:37422524	http://www.cagmdb.org/view_table.php?id=568326
AFR	Brain Caudate	27149	chr10:119146429	http://www.cagmdb.org/view_table.php?id=27149
AFR	Brain Caudate	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Brain Caudate	66900	chr12:48903350	http://www.cagmdb.org/view_table.php?id=66900
AFR	Brain Caudate	93594	chr13:52455636	http://www.cagmdb.org/view_table.php?id=93594
AFR	Brain Caudate	143233	chr16:1329644	http://www.cagmdb.org/view_table.php?id=143233
AFR	Brain Caudate	166745	chr17:18208489	http://www.cagmdb.org/view_table.php?id=166745
AFR	Brain Caudate	238643	chr1:109759145	http://www.cagmdb.org/view_table.php?id=238643
AFR	Brain Caudate	245600	chr1:166975020	http://www.cagmdb.org/view_table.php?id=245600
AFR	Brain Caudate	260264	chr1:235991116	http://www.cagmdb.org/view_table.php?id=260264
AFR	Brain Caudate	281978	chr21:28931067	http://www.cagmdb.org/view_table.php?id=281978
AFR	Brain Caudate	435551	chr5:55652761	http://www.cagmdb.org/view_table.php?id=435551
AFR	Brain Caudate	460941	chr5:180620740	http://www.cagmdb.org/view_table.php?id=460941
AFR	Brain Caudate	517917	chr7:100722509	http://www.cagmdb.org/view_table.php?id=517917
AFR	Brain Caudate	560392	chr8:143559982	http://www.cagmdb.org/view_table.php?id=560392
AFR	Brain Caudate	584439	chr9:135786171	http://www.cagmdb.org/view_table.php?id=584439
EAS	Adipose Subcutaneous	16714	chr10:70749609	http://www.cagmdb.org/view_table.php?id=16714
EAS	Adipose Subcutaneous	20272	chr10:87709327	http://www.cagmdb.org/view_table.php?id=20272
EAS	Adipose Subcutaneous	27149	chr10:119146429	http://www.cagmdb.org/view_table.php?id=27149
EAS	Adipose Subcutaneous	28500	chr10:125841188	http://www.cagmdb.org/view_table.php?id=28500
EAS	Adipose Subcutaneous	31461	chr11:7672623	http://www.cagmdb.org/view_table.php?id=31461
EAS	Adipose Subcutaneous	43870	chr11:70331779	http://www.cagmdb.org/view_table.php?id=43870
EAS	Adipose Subcutaneous	52377	chr11:111809518	http://www.cagmdb.org/view_table.php?id=52377
EAS	Adipose Subcutaneous	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
EAS	Adipose Subcutaneous	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
EAS	Adipose Subcutaneous	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
EAS	Adipose Subcutaneous	61785	chr12:20721666	http://www.cagmdb.org/view_table.php?id=61785
EAS	Adipose Subcutaneous	107520	chr14:24300644	http://www.cagmdb.org/view_table.php?id=107520
EAS	Adipose Subcutaneous	143363	chr16:1999882	http://www.cagmdb.org/view_table.php?id=143363
EAS	Adipose Subcutaneous	163504	chr17:4891201	http://www.cagmdb.org/view_table.php?id=163504
EAS	Adipose Subcutaneous	175503	chr17:56985104	http://www.cagmdb.org/view_table.php?id=175503
EAS	Adipose Subcutaneous	199936	chr19:4817277	http://www.cagmdb.org/view_table.php?id=199936
EAS	Adipose Subcutaneous	204469	chr19:17786362	http://www.cagmdb.org/view_table.php?id=204469
EAS	Adipose Subcutaneous	210688	chr19:45409232	http://www.cagmdb.org/view_table.php?id=210688
EAS	Adipose Subcutaneous	331818	chr2:176131175	http://www.cagmdb.org/view_table.php?id=331818
EAS	Adipose Subcutaneous	333829	chr2:186694303	http://www.cagmdb.org/view_table.php?id=333829
EAS	Adipose Subcutaneous	351131	chr3:27322147	http://www.cagmdb.org/view_table.php?id=351131
EAS	Adipose Subcutaneous	385948	chr4:952564	http://www.cagmdb.org/view_table.php?id=385948
EAS	Adipose Subcutaneous	401361	chr4:74097587	http://www.cagmdb.org/view_table.php?id=401361
EAS	Adipose Subcutaneous	447972	chr5:119473839	http://www.cagmdb.org/view_table.php?id=447972
EAS	Adipose Subcutaneous	485516	chr6:116657005	http://www.cagmdb.org/view_table.php?id=485516
EAS	Adipose Subcutaneous	492319	chr6:149572079	http://www.cagmdb.org/view_table.php?id=492319
EAS	Adipose Subcutaneous	528719	chr7:150687106	http://www.cagmdb.org/view_table.php?id=528719
EAS	Adipose Subcutaneous	530240	chr7:157574514	http://www.cagmdb.org/view_table.php?id=530240
EAS	Adipose Subcutaneous	548113	chr8:85135766	http://www.cagmdb.org/view_table.php?id=548113
EAS	Adipose Subcutaneous	574638	chr9:92474743	http://www.cagmdb.org/view_table.php?id=574638
EAS	Adipose Subcutaneous	584568	chr9:136383543	http://www.cagmdb.org/view_table.php?id=584568
EAS	Adipose Subcutaneous	584568	chr9:136383543	http://www.cagmdb.org/view_table.php?id=584568
EAS	Esophagus Mucosa	8073	chr10:32804931	http://www.cagmdb.org/view_table.php?id=8073
EAS	Esophagus Mucosa	18772	chr10:80289496	http://www.cagmdb.org/view_table.php?id=18772
EAS	Esophagus Mucosa	27149	chr10:119146429	http://www.cagmdb.org/view_table.php?id=27149
EAS	Esophagus Mucosa	31461	chr11:7672623	http://www.cagmdb.org/view_table.php?id=31461
EAS	Esophagus Mucosa	39786	chr11:47245858	http://www.cagmdb.org/view_table.php?id=39786
EAS	Esophagus Mucosa	43870	chr11:70331779	http://www.cagmdb.org/view_table.php?id=43870
EAS	Esophagus Mucosa	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
EAS	Esophagus Mucosa	131997	chr15:52248587	http://www.cagmdb.org/view_table.php?id=131997
EAS	Esophagus Mucosa	134840	chr15:64917520	http://www.cagmdb.org/view_table.php?id=134840
EAS	Esophagus Mucosa	137651	chr15:78017965	http://www.cagmdb.org/view_table.php?id=137651
EAS	Esophagus Mucosa	162059	chr16:89850472	http://www.cagmdb.org/view_table.php?id=162059
EAS	Esophagus Mucosa	162059	chr16:89850472	http://www.cagmdb.org/view_table.php?id=162059
EAS	Esophagus Mucosa	164837	chr17:9897983	http://www.cagmdb.org/view_table.php?id=164837
EAS	Esophagus Mucosa	181719	chr17:81700634	http://www.cagmdb.org/view_table.php?id=181719
EAS	Esophagus Mucosa	205248	chr19:20839536	http://www.cagmdb.org/view_table.php?id=205248
EAS	Esophagus Mucosa	238643	chr1:109759145	http://www.cagmdb.org/view_table.php?id=238643
EAS	Esophagus Mucosa	245600	chr1:166975020	http://www.cagmdb.org/view_table.php?id=245600
EAS	Esophagus Mucosa	268278	chr20:23421268	http://www.cagmdb.org/view_table.php?id=268278
EAS	Esophagus Mucosa	305630	chr2:47839094	http://www.cagmdb.org/view_table.php?id=305630
EAS	Esophagus Mucosa	347723	chr3:9921084	http://www.cagmdb.org/view_table.php?id=347723
EAS	Esophagus Mucosa	347723	chr3:9921084	http://www.cagmdb.org/view_table.php?id=347723
EAS	Esophagus Mucosa	353457	chr3:38370241	http://www.cagmdb.org/view_table.php?id=353457
EAS	Esophagus Mucosa	370020	chr3:122402717	http://www.cagmdb.org/view_table.php?id=370020
EAS	Esophagus Mucosa	373165	chr3:138643798	http://www.cagmdb.org/view_table.php?id=373165
EAS	Esophagus Mucosa	385513	chr3:196939007	http://www.cagmdb.org/view_table.php?id=385513
EAS	Esophagus Mucosa	385948	chr4:952564	http://www.cagmdb.org/view_table.php?id=385948
EAS	Esophagus Mucosa	433780	chr5:42804479	http://www.cagmdb.org/view_table.php?id=433780
EAS	Esophagus Mucosa	470071	chr6:39311073	http://www.cagmdb.org/view_table.php?id=470071
EAS	Esophagus Mucosa	481070	chr6:95586994	http://www.cagmdb.org/view_table.php?id=481070
EAS	Esophagus Mucosa	549897	chr8:94534778	http://www.cagmdb.org/view_table.php?id=549897
EAS	Esophagus Mucosa	584678	chr9:136980867	http://www.cagmdb.org/view_table.php?id=584678
EAS	Esophagus Muscularis	18736	chr10:80166227	http://www.cagmdb.org/view_table.php?id=18736
EAS	Esophagus Muscularis	25255	chr10:110285085	http://www.cagmdb.org/view_table.php?id=25255
EAS	Esophagus Muscularis	27149	chr10:119146429	http://www.cagmdb.org/view_table.php?id=27149
EAS	Esophagus Muscularis	28500	chr10:125841188	http://www.cagmdb.org/view_table.php?id=28500
EAS	Esophagus Muscularis	43870	chr11:70331779	http://www.cagmdb.org/view_table.php?id=43870
EAS	Esophagus Muscularis	50483	chr11:102721319	http://www.cagmdb.org/view_table.php?id=50483
EAS	Esophagus Muscularis	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
EAS	Esophagus Muscularis	107520	chr14:24300644	http://www.cagmdb.org/view_table.php?id=107520
EAS	Esophagus Muscularis	118481	chr14:75732476	http://www.cagmdb.org/view_table.php?id=118481
EAS	Esophagus Muscularis	131807	chr15:51458895	http://www.cagmdb.org/view_table.php?id=131807
EAS	Esophagus Muscularis	134840	chr15:64917520	http://www.cagmdb.org/view_table.php?id=134840
EAS	Esophagus Muscularis	134840	chr15:64917520	http://www.cagmdb.org/view_table.php?id=134840
EAS	Esophagus Muscularis	134859	chr15:64980738	http://www.cagmdb.org/view_table.php?id=134859
EAS	Esophagus Muscularis	137651	chr15:78017965	http://www.cagmdb.org/view_table.php?id=137651
EAS	Esophagus Muscularis	137651	chr15:78017965	http://www.cagmdb.org/view_table.php?id=137651
EAS	Esophagus Muscularis	143363	chr16:1999882	http://www.cagmdb.org/view_table.php?id=143363
EAS	Esophagus Muscularis	151044	chr16:31372916	http://www.cagmdb.org/view_table.php?id=151044
EAS	Esophagus Muscularis	163504	chr17:4891201	http://www.cagmdb.org/view_table.php?id=163504
EAS	Esophagus Muscularis	209666	chr19:41292564	http://www.cagmdb.org/view_table.php?id=209666
EAS	Esophagus Muscularis	211972	chr19:49154454	http://www.cagmdb.org/view_table.php?id=211972
EAS	Esophagus Muscularis	214689	chr1:1752909	http://www.cagmdb.org/view_table.php?id=214689
EAS	Esophagus Muscularis	238643	chr1:109759145	http://www.cagmdb.org/view_table.php?id=238643
EAS	Esophagus Muscularis	245600	chr1:166975020	http://www.cagmdb.org/view_table.php?id=245600
EAS	Esophagus Muscularis	290016	chr22:32367649	http://www.cagmdb.org/view_table.php?id=290016
EAS	Esophagus Muscularis	297306	chr2:9412255	http://www.cagmdb.org/view_table.php?id=297306
EAS	Esophagus Muscularis	347723	chr3:9921084	http://www.cagmdb.org/view_table.php?id=347723
EAS	Esophagus Muscularis	385404	chr3:196488581	http://www.cagmdb.org/view_table.php?id=385404
EAS	Esophagus Muscularis	385949	chr4:952629	http://www.cagmdb.org/view_table.php?id=385949
EAS	Esophagus Muscularis	440550	chr5:81257142	http://www.cagmdb.org/view_table.php?id=440550
EAS	Esophagus Muscularis	481070	chr6:95586994	http://www.cagmdb.org/view_table.php?id=481070
EAS	Esophagus Muscularis	492986	chr6:152444592	http://www.cagmdb.org/view_table.php?id=492986
EAS	Esophagus Muscularis	519013	chr7:105205929	http://www.cagmdb.org/view_table.php?id=519013
EAS	Esophagus Muscularis	584568	chr9:136383543	http://www.cagmdb.org/view_table.php?id=584568
EAS	Lung	27149	chr10:119146429	http://www.cagmdb.org/view_table.php?id=27149
EAS	Lung	31461	chr11:7672623	http://www.cagmdb.org/view_table.php?id=31461
EAS	Lung	43870	chr11:70331779	http://www.cagmdb.org/view_table.php?id=43870
EAS	Lung	52377	chr11:111809518	http://www.cagmdb.org/view_table.php?id=52377
EAS	Lung	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
EAS	Lung	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
EAS	Lung	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
EAS	Lung	107520	chr14:24300644	http://www.cagmdb.org/view_table.php?id=107520
EAS	Lung	137651	chr15:78017965	http://www.cagmdb.org/view_table.php?id=137651
EAS	Lung	143233	chr16:1329644	http://www.cagmdb.org/view_table.php?id=143233
EAS	Lung	143363	chr16:1999882	http://www.cagmdb.org/view_table.php?id=143363
EAS	Lung	162043	chr16:89784709	http://www.cagmdb.org/view_table.php?id=162043
EAS	Lung	164837	chr17:9897983	http://www.cagmdb.org/view_table.php?id=164837
EAS	Lung	166663	chr17:17793780	http://www.cagmdb.org/view_table.php?id=166663
EAS	Lung	205113	chr19:20186211	http://www.cagmdb.org/view_table.php?id=205113
EAS	Lung	245600	chr1:166975020	http://www.cagmdb.org/view_table.php?id=245600
EAS	Lung	283312	chr21:34523785	http://www.cagmdb.org/view_table.php?id=283312
EAS	Lung	333813	chr2:186632982	http://www.cagmdb.org/view_table.php?id=333813
EAS	Lung	347723	chr3:9921084	http://www.cagmdb.org/view_table.php?id=347723
EAS	Lung	373371	chr3:139374299	http://www.cagmdb.org/view_table.php?id=373371
EAS	Lung	387118	chr4:6695806	http://www.cagmdb.org/view_table.php?id=387118
EAS	Lung	447972	chr5:119473839	http://www.cagmdb.org/view_table.php?id=447972
EAS	Lung	450490	chr5:132485829	http://www.cagmdb.org/view_table.php?id=450490
EAS	Lung	548113	chr8:85135766	http://www.cagmdb.org/view_table.php?id=548113
EAS	Lung	558271	chr8:133116887	http://www.cagmdb.org/view_table.php?id=558271
EAS	Lung	584568	chr9:136383543	http://www.cagmdb.org/view_table.php?id=584568
EAS	Lung	584568	chr9:136383543	http://www.cagmdb.org/view_table.php?id=584568
EAS	Adipose Visceral	20272	chr10:87709327	http://www.cagmdb.org/view_table.php?id=20272
EAS	Adipose Visceral	27149	chr10:119146429	http://www.cagmdb.org/view_table.php?id=27149
EAS	Adipose Visceral	43870	chr11:70331779	http://www.cagmdb.org/view_table.php?id=43870
EAS	Adipose Visceral	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
EAS	Adipose Visceral	107520	chr14:24300644	http://www.cagmdb.org/view_table.php?id=107520
EAS	Adipose Visceral	148666	chr16:23067914	http://www.cagmdb.org/view_table.php?id=148666
EAS	Adipose Visceral	175503	chr17:56985104	http://www.cagmdb.org/view_table.php?id=175503
EAS	Adipose Visceral	206583	chr19:30009212	http://www.cagmdb.org/view_table.php?id=206583
EAS	Adipose Visceral	238643	chr1:109759145	http://www.cagmdb.org/view_table.php?id=238643
EAS	Adipose Visceral	245600	chr1:166975020	http://www.cagmdb.org/view_table.php?id=245600
EAS	Adipose Visceral	295393	chr2:242733	http://www.cagmdb.org/view_table.php?id=295393
EAS	Adipose Visceral	305630	chr2:47839094	http://www.cagmdb.org/view_table.php?id=305630
EAS	Adipose Visceral	333813	chr2:186632982	http://www.cagmdb.org/view_table.php?id=333813
EAS	Adipose Visceral	347723	chr3:9921084	http://www.cagmdb.org/view_table.php?id=347723
EAS	Adipose Visceral	548113	chr8:85135766	http://www.cagmdb.org/view_table.php?id=548113
EAS	Adipose Visceral	584568	chr9:136383543	http://www.cagmdb.org/view_table.php?id=584568
EAS	Artery Aorta	27149	chr10:119146429	http://www.cagmdb.org/view_table.php?id=27149
EAS	Artery Aorta	31461	chr11:7672623	http://www.cagmdb.org/view_table.php?id=31461
EAS	Artery Aorta	33622	chr11:18338437	http://www.cagmdb.org/view_table.php?id=33622
